ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
2020-12-29 00:00:00,Tripura,India,2021-04-02 15:13:53,33258.0,385.0,32735.0
2020-12-29 00:00:00,Unknown,India,2021-04-02 15:13:53,0.0,0.0,0.0
2020-12-29 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,583941.0,8340.0,561257.0
2020-12-29 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,90167.0,1495.0,83416.0
2020-12-29 00:00:00,West Bengal,India,2021-04-02 15:13:53,549715.0,9655.0,527272.0
2020-12-30 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,4941.0,62.0,4820.0
2020-12-30 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,881948.0,7104.0,871588.0
2020-12-30 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,16711.0,56.0,16549.0
2020-12-30 00:00:00,Assam,India,2021-04-02 15:13:53,216139.0,1043.0,211838.0
2020-12-30 00:00:00,Bihar,India,2021-04-02 15:13:53,251348.0,1393.0,245156.0
2020-12-30 00:00:00,Chandigarh,India,2021-04-02 15:13:53,19682.0,316.0,18967.0
2020-12-30 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,278540.0,3350.0,263251.0
2020-12-30 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,3375.0,2.0,3364.0
2020-12-30 00:00:00,Delhi,India,2021-04-02 15:13:53,624795.0,10523.0,608434.0
2020-12-30 00:00:00,Goa,India,2021-04-02 15:13:53,50981.0,737.0,49313.0
2020-12-30 00:00:00,Gujarat,India,2021-04-02 15:13:53,244258.0,4302.0,229977.0
2020-12-30 00:00:00,Haryana,India,2021-04-02 15:13:53,262054.0,2899.0,255356.0
2020-12-30 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,55114.0,931.0,51387.0
2020-12-30 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,120744.0,1880.0,115830.0
2020-12-30 00:00:00,Jharkhand,India,2021-04-02 15:13:53,114873.0,1027.0,112206.0
2020-12-30 00:00:00,Karnataka,India,2021-04-02 15:13:53,918544.0,12081.0,894834.0
2020-12-30 00:00:00,Kerala,India,2021-04-02 15:13:53,755718.0,3042.0,687104.0
2020-12-30 00:00:00,Ladakh,India,2021-04-02 15:13:53,9447.0,127.0,9132.0
2020-12-30 00:00:00,Lakshadweep,India,2021-04-02 15:13:53,0.0,0.0,0.0
2020-12-30 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,240947.0,3595.0,227965.0
2020-12-30 00:00:00,Maharashtra,India,2021-04-02 15:13:53,1928603.0,49463.0,1824934.0
2020-12-30 00:00:00,Manipur,India,2021-04-02 15:13:53,28137.0,354.0,26601.0
2020-12-30 00:00:00,Meghalaya,India,2021-04-02 15:13:53,13408.0,139.0,13085.0
2020-12-30 00:00:00,Mizoram,India,2021-04-02 15:13:53,4204.0,8.0,4091.0
2020-12-30 00:00:00,Nagaland,India,2021-04-02 15:13:53,11921.0,79.0,11624.0
2020-12-30 00:00:00,Odisha,India,2021-04-02 15:13:53,329306.0,1871.0,325103.0
2020-12-30 00:00:00,Puducherry,India,2021-04-02 15:13:53,38096.0,633.0,37100.0
2020-12-30 00:00:00,Punjab,India,2021-04-02 15:13:53,166239.0,5331.0,157043.0
2020-12-30 00:00:00,Rajasthan,India,2021-04-02 15:13:53,307554.0,2689.0,295030.0
2020-12-30 00:00:00,Sikkim,India,2021-04-02 15:13:53,5877.0,127.0,5218.0
2020-12-30 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,817077.0,12109.0,796353.0
2020-12-30 00:00:00,Telangana,India,2021-04-02 15:13:53,286354.0,1541.0,278839.0
2020-12-30 00:00:00,Tripura,India,2021-04-02 15:13:53,33264.0,385.0,32751.0
2020-12-30 00:00:00,Unknown,India,2021-04-02 15:13:53,0.0,0.0,0.0
2020-12-30 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,584966.0,8352.0,562459.0
2020-12-30 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,90616.0,1504.0,84149.0
2020-12-30 00:00:00,West Bengal,India,2021-04-02 15:13:53,550893.0,9683.0,528829.0
2020-12-31 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,4941.0,62.0,4820.0
2020-12-31 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,881948.0,7104.0,871588.0
2020-12-31 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,16711.0,56.0,16549.0
2020-12-31 00:00:00,Assam,India,2021-04-02 15:13:53,216139.0,1043.0,211838.0
2020-12-31 00:00:00,Bihar,India,2021-04-02 15:13:53,251348.0,1393.0,245156.0
2020-12-31 00:00:00,Chandigarh,India,2021-04-02 15:13:53,19682.0,316.0,18967.0
2020-12-31 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,278540.0,3350.0,263251.0
2020-12-31 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,3375.0,2.0,3364.0
2020-12-31 00:00:00,Delhi,India,2021-04-02 15:13:53,624795.0,10523.0,608434.0
2020-12-31 00:00:00,Goa,India,2021-04-02 15:13:53,50981.0,737.0,49313.0
2020-12-31 00:00:00,Gujarat,India,2021-04-02 15:13:53,244258.0,4302.0,229977.0
2020-12-31 00:00:00,Haryana,India,2021-04-02 15:13:53,262054.0,2899.0,255356.0
2020-12-31 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,55114.0,931.0,51387.0
2020-12-31 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,120744.0,1880.0,115830.0
2020-12-31 00:00:00,Jharkhand,India,2021-04-02 15:13:53,114873.0,1027.0,112206.0
2020-12-31 00:00:00,Karnataka,India,2021-04-02 15:13:53,918544.0,12081.0,894834.0
2020-12-31 00:00:00,Kerala,India,2021-04-02 15:13:53,755718.0,3042.0,687104.0
2020-12-31 00:00:00,Ladakh,India,2021-04-02 15:13:53,9447.0,127.0,9132.0
2020-12-31 00:00:00,Lakshadweep,India,2021-04-02 15:13:53,0.0,0.0,0.0
2020-12-31 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,240947.0,3595.0,227965.0
2020-12-31 00:00:00,Maharashtra,India,2021-04-02 15:13:53,1928603.0,49463.0,1824934.0
2020-12-31 00:00:00,Manipur,India,2021-04-02 15:13:53,28137.0,354.0,26601.0
2020-12-31 00:00:00,Meghalaya,India,2021-04-02 15:13:53,13408.0,139.0,13085.0
2020-12-31 00:00:00,Mizoram,India,2021-04-02 15:13:53,4204.0,8.0,4091.0
2020-12-31 00:00:00,Nagaland,India,2021-04-02 15:13:53,11921.0,79.0,11624.0
2020-12-31 00:00:00,Odisha,India,2021-04-02 15:13:53,329306.0,1871.0,325103.0
2020-12-31 00:00:00,Puducherry,India,2021-04-02 15:13:53,38096.0,633.0,37100.0
2020-12-31 00:00:00,Punjab,India,2021-04-02 15:13:53,166239.0,5331.0,157043.0
2020-12-31 00:00:00,Rajasthan,India,2021-04-02 15:13:53,307554.0,2689.0,295030.0
2020-12-31 00:00:00,Sikkim,India,2021-04-02 15:13:53,5877.0,127.0,5218.0
2020-12-31 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,817077.0,12109.0,796353.0
2020-12-31 00:00:00,Telangana,India,2021-04-02 15:13:53,286354.0,1541.0,278839.0
2020-12-31 00:00:00,Tripura,India,2021-04-02 15:13:53,33264.0,385.0,32751.0
2020-12-31 00:00:00,Unknown,India,2021-04-02 15:13:53,0.0,0.0,0.0
2020-12-31 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,584966.0,8352.0,562459.0
2020-12-31 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,90616.0,1504.0,84149.0
2020-12-31 00:00:00,West Bengal,India,2021-04-02 15:13:53,550893.0,9683.0,528829.0
2021-01-01 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,4945.0,62.0,4826.0
2021-01-01 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,882286.0,7108.0,871916.0
2021-01-01 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,16719.0,56.0,16564.0
2021-01-01 00:00:00,Assam,India,2021-04-02 15:13:53,216211.0,1045.0,211910.0
2021-01-01 00:00:00,Bihar,India,2021-04-02 15:13:53,251743.0,1397.0,245476.0
2021-01-01 00:00:00,Chandigarh,India,2021-04-02 15:13:53,19748.0,317.0,19045.0
2021-01-01 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,279575.0,3371.0,264769.0
2021-01-01 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,3378.0,2.0,3365.0
2021-01-01 00:00:00,Delhi,India,2021-04-02 15:13:53,625369.0,10536.0,609322.0
2021-01-01 00:00:00,Goa,India,2021-04-02 15:13:53,51066.0,739.0,49388.0
2021-01-01 00:00:00,Gujarat,India,2021-04-02 15:13:53,245038.0,4306.0,230893.0
2021-01-01 00:00:00,Haryana,India,2021-04-02 15:13:53,262325.0,2905.0,255853.0
2021-01-01 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,55277.0,934.0,51728.0
2021-01-01 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,120971.0,1883.0,116079.0
2021-01-01 00:00:00,Jharkhand,India,2021-04-02 15:13:53,115113.0,1030.0,112424.0
2021-01-01 00:00:00,Karnataka,India,2021-04-02 15:13:53,919496.0,12090.0,896116.0
2021-01-01 00:00:00,Kerala,India,2021-04-02 15:13:53,760933.0,3072.0,692480.0
2021-01-01 00:00:00,Ladakh,India,2021-04-02 15:13:53,9466.0,127.0,9144.0
2021-01-01 00:00:00,Lakshadweep,India,2021-04-02 15:13:53,0.0,0.0,0.0
2021-01-01 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,241791.0,3606.0,228831.0
2021-01-01 00:00:00,Maharashtra,India,2021-04-02 15:13:53,1932112.0,49521.0,1828546.0
2021-01-01 00:00:00,Manipur,India,2021-04-02 15:13:53,28188.0,355.0,26678.0
2021-01-01 00:00:00,Meghalaya,India,2021-04-02 15:13:53,13427.0,139.0,13139.0
2021-01-01 00:00:00,Mizoram,India,2021-04-02 15:13:53,4216.0,8.0,4098.0
2021-01-01 00:00:00,Nagaland,India,2021-04-02 15:13:53,11927.0,79.0,11646.0
2021-01-01 00:00:00,Odisha,India,2021-04-02 15:13:53,329621.0,1873.0,325432.0
2021-01-01 00:00:00,Puducherry,India,2021-04-02 15:13:53,38132.0,633.0,37115.0
2021-01-01 00:00:00,Punjab,India,2021-04-02 15:13:53,166522.0,5341.0,157496.0
2021-01-01 00:00:00,Rajasthan,India,2021-04-02 15:13:53,308243.0,2696.0,295987.0
2021-01-01 00:00:00,Sikkim,India,2021-04-02 15:13:53,5889.0,127.0,5233.0
2021-01-01 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,818014.0,12122.0,797391.0
2021-01-01 00:00:00,Telangana,India,2021-04-02 15:13:53,286815.0,1544.0,279456.0
2021-01-01 00:00:00,Tripura,India,2021-04-02 15:13:53,33268.0,385.0,32779.0
2021-01-01 00:00:00,Unknown,India,2021-04-02 15:13:53,0.0,0.0,0.0
2021-01-01 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,585902.0,8364.0,563278.0
2021-01-01 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,90920.0,1509.0,84692.0
2021-01-01 00:00:00,West Bengal,India,2021-04-02 15:13:53,552063.0,9712.0,530366.0
2021-01-02 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,4947.0,62.0,4837.0
2021-01-02 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,882850.0,7111.0,872545.0
2021-01-02 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,16727.0,56.0,16576.0
2021-01-02 00:00:00,Assam,India,2021-04-02 15:13:53,216289.0,1051.0,212072.0
2021-01-02 00:00:00,Bihar,India,2021-04-02 15:13:53,252584.0,1403.0,246389.0
2021-01-02 00:00:00,Chandigarh,India,2021-04-02 15:13:53,19865.0,319.0,19226.0
2021-01-02 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,281654.0,3386.0,267751.0
2021-01-02 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,3378.0,2.0,3365.0
2021-01-02 00:00:00,Delhi,India,2021-04-02 15:13:53,626448.0,10571.0,610535.0
2021-01-02 00:00:00,Goa,India,2021-04-02 15:13:53,51230.0,739.0,49570.0
2021-01-02 00:00:00,Gujarat,India,2021-04-02 15:13:53,246513.0,4314.0,232722.0
2021-01-02 00:00:00,Haryana,India,2021-04-02 15:13:53,262850.0,2915.0,256811.0
2021-01-02 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,55619.0,938.0,52479.0
2021-01-02 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,121471.0,1885.0,116587.0
2021-01-02 00:00:00,Jharkhand,India,2021-04-02 15:13:53,115392.0,1034.0,112734.0
2021-01-02 00:00:00,Karnataka,India,2021-04-02 15:13:53,921128.0,12099.0,898176.0
2021-01-02 00:00:00,Kerala,India,2021-04-02 15:13:53,771252.0,3116.0,702576.0
2021-01-02 00:00:00,Ladakh,India,2021-04-02 15:13:53,9550.0,127.0,9163.0
2021-01-02 00:00:00,Lakshadweep,India,2021-04-02 15:13:53,0.0,0.0,0.0
2021-01-02 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,243302.0,3627.0,230586.0
2021-01-02 00:00:00,Maharashtra,India,2021-04-02 15:13:53,1938854.0,49631.0,1834935.0
2021-01-02 00:00:00,Manipur,India,2021-04-02 15:13:53,28243.0,357.0,26782.0
2021-01-02 00:00:00,Meghalaya,India,2021-04-02 15:13:53,13448.0,139.0,13173.0
2021-01-02 00:00:00,Mizoram,India,2021-04-02 15:13:53,4223.0,8.0,4111.0
2021-01-02 00:00:00,Nagaland,India,2021-04-02 15:13:53,11929.0,79.0,11664.0
2021-01-02 00:00:00,Odisha,India,2021-04-02 15:13:53,330117.0,1880.0,325965.0
2021-01-02 00:00:00,Puducherry,India,2021-04-02 15:13:53,38174.0,633.0,37195.0
2021-01-02 00:00:00,Punjab,India,2021-04-02 15:13:53,167012.0,5364.0,158219.0
2021-01-02 00:00:00,Rajasthan,India,2021-04-02 15:13:53,309319.0,2705.0,297819.0
2021-01-02 00:00:00,Sikkim,India,2021-04-02 15:13:53,5911.0,129.0,5252.0
2021-01-02 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,819845.0,12146.0,799427.0
2021-01-02 00:00:00,Telangana,India,2021-04-02 15:13:53,287502.0,1549.0,280565.0
2021-01-02 00:00:00,Tripura,India,2021-04-02 15:13:53,33282.0,385.0,32809.0
2021-01-02 00:00:00,Unknown,India,2021-04-02 15:13:53,0.0,0.0,0.0
2021-01-02 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,587434.0,8387.0,565731.0
2021-01-02 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,91544.0,1522.0,85658.0
2021-01-02 00:00:00,West Bengal,India,2021-04-02 15:13:53,554079.0,9766.0,533305.0
2021-01-03 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,4948.0,62.0,4846.0
2021-01-03 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,883082.0,7115.0,872897.0
2021-01-03 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,16732.0,56.0,16583.0
2021-01-03 00:00:00,Assam,India,2021-04-02 15:13:53,216304.0,1052.0,212132.0
2021-01-03 00:00:00,Bihar,India,2021-04-02 15:13:53,252857.0,1405.0,246979.0
2021-01-03 00:00:00,Chandigarh,India,2021-04-02 15:13:53,19881.0,320.0,19280.0
2021-01-03 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,282368.0,3400.0,268988.0
2021-01-03 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,3379.0,2.0,3368.0
2021-01-03 00:00:00,Delhi,India,2021-04-02 15:13:53,626872.0,10585.0,611243.0
2021-01-03 00:00:00,Goa,India,2021-04-02 15:13:53,51295.0,741.0,49653.0
2021-01-03 00:00:00,Gujarat,India,2021-04-02 15:13:53,247228.0,4318.0,233660.0
2021-01-03 00:00:00,Haryana,India,2021-04-02 15:13:53,263068.0,2917.0,257261.0
2021-01-03 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,55686.0,944.0,52912.0
2021-01-03 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,121653.0,1886.0,116792.0
2021-01-03 00:00:00,Jharkhand,India,2021-04-02 15:13:53,115529.0,1035.0,112893.0
2021-01-03 00:00:00,Karnataka,India,2021-04-02 15:13:53,921938.0,12107.0,898919.0
2021-01-03 00:00:00,Kerala,India,2021-04-02 15:13:53,775852.0,3141.0,707244.0
2021-01-03 00:00:00,Ladakh,India,2021-04-02 15:13:53,9556.0,127.0,9173.0
2021-01-03 00:00:00,Lakshadweep,India,2021-04-02 15:13:53,0.0,0.0,0.0
2021-01-03 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,244026.0,3641.0,231533.0
2021-01-03 00:00:00,Maharashtra,India,2021-04-02 15:13:53,1942136.0,49666.0,1836999.0
2021-01-03 00:00:00,Manipur,India,2021-04-02 15:13:53,28281.0,358.0,26815.0
2021-01-03 00:00:00,Meghalaya,India,2021-04-02 15:13:53,13460.0,139.0,13186.0
2021-01-03 00:00:00,Mizoram,India,2021-04-02 15:13:53,4223.0,8.0,4127.0
2021-01-03 00:00:00,Nagaland,India,2021-04-02 15:13:53,11930.0,79.0,11673.0
2021-01-03 00:00:00,Odisha,India,2021-04-02 15:13:53,330309.0,1883.0,326209.0
2021-01-03 00:00:00,Puducherry,India,2021-04-02 15:13:53,38224.0,633.0,37233.0
2021-01-03 00:00:00,Punjab,India,2021-04-02 15:13:53,167219.0,5376.0,158482.0
2021-01-03 00:00:00,Rajasthan,India,2021-04-02 15:13:53,309821.0,2710.0,298620.0
2021-01-03 00:00:00,Sikkim,India,2021-04-02 15:13:53,5920.0,129.0,5285.0
2021-01-03 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,820712.0,12156.0,800429.0
2021-01-03 00:00:00,Telangana,India,2021-04-02 15:13:53,287740.0,1551.0,281083.0
2021-01-03 00:00:00,Tripura,India,2021-04-02 15:13:53,33283.0,385.0,32815.0
2021-01-03 00:00:00,Unknown,India,2021-04-02 15:13:53,0.0,0.0,0.0
2021-01-03 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,588171.0,8403.0,566910.0
2021-01-03 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,91811.0,1527.0,85908.0
2021-01-03 00:00:00,West Bengal,India,2021-04-02 15:13:53,554975.0,9792.0,534737.0
2021-01-04 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,4948.0,62.0,4848.0
2021-01-04 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,883210.0,7118.0,873149.0
2021-01-04 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,16741.0,56.0,16598.0
2021-01-04 00:00:00,Assam,India,2021-04-02 15:13:53,216340.0,1054.0,212199.0
2021-01-04 00:00:00,Bihar,India,2021-04-02 15:13:53,253272.0,1408.0,247484.0
2021-01-04 00:00:00,Chandigarh,India,2021-04-02 15:13:53,19936.0,321.0,19348.0
2021-01-04 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,283515.0,3412.0,270337.0
2021-01-04 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,3379.0,2.0,3369.0
2021-01-04 00:00:00,Delhi,India,2021-04-02 15:13:53,627256.0,10597.0,611970.0
2021-01-04 00:00:00,Goa,India,2021-04-02 15:13:53,51335.0,743.0,49741.0
2021-01-04 00:00:00,Gujarat,India,2021-04-02 15:13:53,247926.0,4321.0,234558.0
2021-01-04 00:00:00,Haryana,India,2021-04-02 15:13:53,263312.0,2923.0,257652.0
2021-01-04 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,55808.0,946.0,53216.0
2021-01-04 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,121786.0,1891.0,117211.0
2021-01-04 00:00:00,Jharkhand,India,2021-04-02 15:13:53,115689.0,1036.0,113125.0
2021-01-04 00:00:00,Karnataka,India,2021-04-02 15:13:53,922538.0,12110.0,900202.0
2021-01-04 00:00:00,Kerala,India,2021-04-02 15:13:53,778873.0,3160.0,712389.0
2021-01-04 00:00:00,Ladakh,India,2021-04-02 15:13:53,9561.0,127.0,9194.0
2021-01-04 00:00:00,Lakshadweep,India,2021-04-02 15:13:53,0.0,0.0,0.0
2021-01-04 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,244647.0,3648.0,232390.0
2021-01-04 00:00:00,Maharashtra,India,2021-04-02 15:13:53,1947011.0,49695.0,1847361.0
2021-01-04 00:00:00,Manipur,India,2021-04-02 15:13:53,28332.0,361.0,26862.0
2021-01-04 00:00:00,Meghalaya,India,2021-04-02 15:13:53,13482.0,139.0,13204.0
2021-01-04 00:00:00,Mizoram,India,2021-04-02 15:13:53,4234.0,8.0,4147.0
2021-01-04 00:00:00,Nagaland,India,2021-04-02 15:13:53,11935.0,79.0,11683.0
2021-01-04 00:00:00,Odisha,India,2021-04-02 15:13:53,330492.0,1885.0,326507.0
2021-01-04 00:00:00,Puducherry,India,2021-04-02 15:13:53,38253.0,635.0,37261.0
2021-01-04 00:00:00,Punjab,India,2021-04-02 15:13:53,167441.0,5400.0,158972.0
2021-01-04 00:00:00,Rajasthan,India,2021-04-02 15:13:53,310278.0,2714.0,299375.0
2021-01-04 00:00:00,Sikkim,India,2021-04-02 15:13:53,5921.0,129.0,5307.0
2021-01-04 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,821550.0,12166.0,801414.0
2021-01-04 00:00:00,Telangana,India,2021-04-02 15:13:53,287993.0,1554.0,281400.0
2021-01-04 00:00:00,Tripura,India,2021-04-02 15:13:53,33284.0,385.0,32826.0
2021-01-04 00:00:00,Unknown,India,2021-04-02 15:13:53,0.0,0.0,0.0
2021-01-04 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,588882.0,8413.0,567964.0
2021-01-04 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,92112.0,1535.0,86611.0
2021-01-04 00:00:00,West Bengal,India,2021-04-02 15:13:53,555572.0,9817.0,536084.0
2021-01-05 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,4949.0,62.0,4856.0
2021-01-05 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,883587.0,7122.0,873427.0
2021-01-05 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,16744.0,56.0,16609.0
2021-01-05 00:00:00,Assam,India,2021-04-02 15:13:53,216381.0,1057.0,212249.0
2021-01-05 00:00:00,Bihar,India,2021-04-02 15:13:53,253695.0,1415.0,247929.0
2021-01-05 00:00:00,Chandigarh,India,2021-04-02 15:13:53,20026.0,322.0,19464.0
2021-01-05 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,284536.0,3437.0,271988.0
2021-01-05 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,3379.0,2.0,3370.0
2021-01-05 00:00:00,Delhi,India,2021-04-02 15:13:53,627698.0,10609.0,612527.0
2021-01-05 00:00:00,Goa,India,2021-04-02 15:13:53,51415.0,744.0,49811.0
2021-01-05 00:00:00,Gujarat,India,2021-04-02 15:13:53,248581.0,4325.0,235426.0
2021-01-05 00:00:00,Haryana,India,2021-04-02 15:13:53,263571.0,2927.0,257952.0
2021-01-05 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,55910.0,948.0,53523.0
2021-01-05 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,121923.0,1897.0,117426.0
2021-01-05 00:00:00,Jharkhand,India,2021-04-02 15:13:53,115840.0,1038.0,113380.0
2021-01-05 00:00:00,Karnataka,India,2021-04-02 15:13:53,923353.0,12118.0,901579.0
2021-01-05 00:00:00,Kerala,India,2021-04-02 15:13:53,784488.0,3184.0,717311.0
2021-01-05 00:00:00,Ladakh,India,2021-04-02 15:13:53,9577.0,127.0,9215.0
2021-01-05 00:00:00,Lakshadweep,India,2021-04-02 15:13:53,0.0,0.0,0.0
2021-01-05 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,245318.0,3662.0,233229.0
2021-01-05 00:00:00,Maharashtra,India,2021-04-02 15:13:53,1950171.0,49759.0,1850189.0
2021-01-05 00:00:00,Manipur,India,2021-04-02 15:13:53,28418.0,363.0,27613.0
2021-01-05 00:00:00,Meghalaya,India,2021-04-02 15:13:53,13506.0,141.0,13216.0
2021-01-05 00:00:00,Mizoram,India,2021-04-02 15:13:53,4247.0,8.0,4153.0
2021-01-05 00:00:00,Nagaland,India,2021-04-02 15:13:53,11937.0,79.0,11714.0
2021-01-05 00:00:00,Odisha,India,2021-04-02 15:13:53,330690.0,1887.0,326778.0
2021-01-05 00:00:00,Puducherry,India,2021-04-02 15:13:53,38300.0,635.0,37292.0
2021-01-05 00:00:00,Punjab,India,2021-04-02 15:13:53,167652.0,5404.0,159265.0
2021-01-05 00:00:00,Rajasthan,India,2021-04-02 15:13:53,310675.0,2719.0,300126.0
2021-01-05 00:00:00,Sikkim,India,2021-04-02 15:13:53,5938.0,129.0,5316.0
2021-01-05 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,822370.0,12177.0,802385.0
2021-01-05 00:00:00,Telangana,India,2021-04-02 15:13:53,288410.0,1556.0,281872.0
2021-01-05 00:00:00,Tripura,India,2021-04-02 15:13:53,33286.0,387.0,32835.0
2021-01-05 00:00:00,Unknown,India,2021-04-02 15:13:53,0.0,0.0,0.0
2021-01-05 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,589611.0,8433.0,568892.0
2021-01-05 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,92366.0,1544.0,87105.0
2021-01-05 00:00:00,West Bengal,India,2021-04-02 15:13:53,556384.0,9841.0,537250.0
2021-01-06 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,4949.0,62.0,4859.0
2021-01-06 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,883876.0,7125.0,873855.0
2021-01-06 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,16753.0,56.0,16609.0
2021-01-06 00:00:00,Assam,India,2021-04-02 15:13:53,216424.0,1057.0,212328.0
2021-01-06 00:00:00,Bihar,India,2021-04-02 15:13:53,254014.0,1420.0,248410.0
2021-01-06 00:00:00,Chandigarh,India,2021-04-02 15:13:53,20104.0,323.0,19525.0
2021-01-06 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,285586.0,3447.0,273030.0
2021-01-06 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,3379.0,2.0,3372.0
2021-01-06 00:00:00,Delhi,India,2021-04-02 15:13:53,628352.0,10625.0,613246.0
2021-01-06 00:00:00,Goa,India,2021-04-02 15:13:53,51507.0,744.0,49893.0
2021-01-06 00:00:00,Gujarat,India,2021-04-02 15:13:53,249246.0,4329.0,236323.0
2021-01-06 00:00:00,Haryana,India,2021-04-02 15:13:53,263887.0,2934.0,258281.0
2021-01-06 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,56015.0,952.0,53782.0
2021-01-06 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,122049.0,1900.0,117690.0
2021-01-06 00:00:00,Jharkhand,India,2021-04-02 15:13:53,116034.0,1040.0,113545.0
